FID,FID_Divisi,Division,MaintCntyC,LocCntyCod,RouteClass,RouteNumbe,RouteQuali,RouteInven,Direction,TravelDire,RouteMaint,RouteName,StreetName,SrcDocType,SrcDocID,GeoDocType,GeoDocID,RouteID,MPLength,LaneMiles,BeginMp1,EndMp1,BeginFeatu,EndFeature,RouteID2,BeginMp2,EndMp2,RouteID3,BeginMp3,EndMp3,RouteID4,BeginMp4,EndMp4,RouteID5,BeginMp5,EndMp5,RouteID6,BeginMp6,EndMp6,AADT,AadtDate,AADTTruck,AadttMulti,AadttSingl,AccessCont,AddDate,AddDocID,AddDocType,BarePvmtRo,BaseDetail,BaseThickn,DesignSpd,FcltyType,FuncClass,FuncClassD,HOVLnCount,HOVType,ImprvDate,ImprvDocID,ImprvDocTy,ImprvType,LaneWidth,LftPvdShld,LftShldrTy,LftShldrWi,LftTrnLnTy,LftTrnLnWi,MaintOps,MedianType,MedianWidt,NHS,NHSDate,OwnerName,OwnerType,PeakLanes,PostedRout,ROW,RtPvdShldr,RtShldrTyp,RtShldrWid,RtTrnLnTyp,RtTrnLnWid,SampleID,SpeedLimit,MilitaryBa,STRAHNETDa,STRAHNETTy,SrfcDetail,SrfcThickn,SrfcType,SrfcWidth,TerrainTyp,ThruLaneCo,TollCharge,TollID,TollType,MunPopGrou,TownCode,TownName,TrkRoute,TrkRouteDa,UrbanType,UrbanID,UrbanPop,Shape_Leng,FID_NC_M1_,Id,gridcode,Shape_Le_1,Shape_Area
10,136,2,007,007,2,264,0,0,EB,One-way,System,US-264,US 264 Hwy W, , ,N, ,20000264007,0.091096000000000,0.182192000000000,0.000000000000000,0.091096000000000,BC000074,40001462007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,17000,2020,1690,700,990, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,3,,0, ,12/31/1986 0:00:00, , ,MA,0,0, ,0, ,0,0,Grass,24,1,, ,0,0, ,160,0,Grass,9, ,0,0,60,0,,0, ,0.000000000000000,Bitum,28,1,2, ,0, ,0, , ,5,1/6/1983 0:00:00, ,0,0,496.292753279000010,34754,34754,5,131.927948065000010,0.293170641149000
11,151,2,007,007,3,32,0,0,BD,Both,System,NC-32,W 3rd St,N, ,N, ,30000032007,0.082870000000000,0.165740000000000,0.000000000000000,0.082870000000000,29000017007,50098436007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,6600,2020,350,100,250, ,12/31/1959 0:00:00, , ,Y, ,0.000000000000000,0, ,4,,0, ,12/31/1979 0:00:00, , ,RS,0,0,Curb-Con,0, ,0,0, ,0,0,, ,0,0, ,60,0,Curb-Con,0, ,0,0,35,0,,0, ,0.000000000000000,Bitum,44,1,2, ,0, ,4,0248,Washington,0,,Urban Cluster,92404,3,437.719632304000015,34754,34754,5,131.927948065000010,0.293170641149000
12,152,1,021,021,2,17,0,0,NB,One-way,System,US-17,Ocean Hwy,N, ,A,2009,20000017021,0.714553000000000,1.429106000000000,0.000000000000000,0.714553000000000,BC000008,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,8900,2020,1860,880,980,Full,12/31/2000 0:00:00, , ,Y, ,0.000000000000000,70, ,3,,0, ,12/31/2000 0:00:00, , ,NL,0,0,Curb-Con,0, ,0,0, ,0,11,, ,0,0, ,30,0,Curb-Con,0, ,0,0,70,0,,0, ,0.000000000000000,Bitum,30,1,2, ,0, ,0, , ,5,1/6/1983 0:00:00, ,0,0,3774.910811119999835,34754,34754,5,131.927948065000010,0.293170641149000
13,187,1,089,089,4,1102,0,0,BD,Both,System,SR-1102,Jones Rd,N, ,N, ,40001102089,0.490000000000000,0.980000000000000,0.000000000000000,0.490000000000000,30000094089,40001126089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1931 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Unpaved,12,1,2, ,0, ,0, , ,0,, ,0,0,2593.197261540000000,34754,34754,5,131.927948065000010,0.293170641149000
14,196,1,008,008,2,13,0,0,NB,One-way,System,US-13,US 13-17 Hwy S,T,R-5187,A,2016,20000013008,0.139694000000000,0.279388000000000,0.000000000000000,0.139694000000000,BC000058,Pseudo,20000017008,0.000000000000000,0.139694000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,10500,2020,1690,1050,640, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,3,,0, ,12/31/1992 0:00:00, , ,MA,0,2,Bitum,12, ,0,0, ,0,1,, ,0,0, ,120,2,Bitum,12, ,0,0,55,0,,1, ,0.000000000000000,Bitum,48,1,2, ,0, ,0, , ,5,1/1/1911 0:00:00, ,0,0,737.548079778999977,34754,34754,5,131.927948065000010,0.293170641149000
15,213,1,008,008,3,45,0,0,BD,Both,System,NC-45,NC 45 Hwy S,T,B-5941,N, ,30000045008,0.124000000000000,0.248000000000000,0.000000000000000,0.124000000000000,BC000094,Pseudo,30000308008,0.000000000000000,0.124000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,3700,2020,900,650,250, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,5,,0, ,, , , ,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,6, ,0,0,55,0,,0, ,0.000000000000000,Bitum,24,1,2, ,0, ,0, , ,0,, ,0,0,656.213059553999983,34754,34754,5,131.927948065000010,0.293170641149000
16,225,1,008,008,3,11,0,0,BD,Both,System,NC-11,NC 11 Hwy S,N, ,N, ,30000011008,0.403926000000000,0.807852000000000,0.000000000000000,0.403926000000000,BC000058,40001126008,30000042008,0.000000000000000,0.403926000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,5400,2020,1210,950,260, ,12/31/1967 0:00:00, , ,Y, ,0.000000000000000,70, ,4,,0, ,12/31/1995 0:00:00, , ,RS,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,100,0,Grass,6, ,0,0,55,0,,0, ,0.000000000000000,Bitum,24,1,2, ,0, ,0, , ,0,, ,0,0,2131.147570560000077,34754,34754,5,131.927948065000010,0.293170641149000
17,238,1,021,021,3,32,0,0,BD,Both,System,NC-32,Haughton Rd,O,HTO_021_12-16,N, ,30000032021,1.514466000000000,3.028932000000000,0.000000000000000,1.514466000000000,BC000094,Pseudo,30000037021,0.000000000000000,1.514466000000000,30000094021,0.000000000000000,1.514466000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,3100,2020,370,230,140, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,5,,0, ,, , , ,0,0,Curb-Con,0, ,0,0, ,0,0,, ,0,0, ,60,0,Curb-Con,0, ,0,0,35,0,,0, ,0.000000000000000,JPCP,22,1,2, ,0, ,0, , ,0,, ,0,0,7997.232556070000101,34754,34754,5,131.927948065000010,0.293170641149000
18,248,2,007,007,3,45,0,0,BD,Both,System,NC-45,Grassy Ridge Rd,N, ,A,2020,30000045007,0.373351000000000,0.746702000000000,0.000000000000000,0.373351000000000,BC000048,50099948007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,1200,2020,290,180,110, ,12/31/1960 0:00:00, , ,Y, ,0.000000000000000,67, ,5,,0, ,12/31/1987 0:00:00, , ,RS,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,6, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,1985.865112689999933,34754,34754,5,131.927948065000010,0.293170641149000
19,257,1,089,089,3,94,0,0,BD,Both,System,NC-94,Hwy 94,N, ,N, ,30000094089,0.128094000000000,0.256188000000000,0.000000000000000,0.128094000000000,BC000048,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,500,2020,83,38,45, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,69, ,5,,0, ,12/31/1971 0:00:00, , ,RS,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,100,0,Grass,6, ,0,0,55,0,,0, ,0.000000000000000,AC_AC,18,1,2, ,0, ,0, , ,0,, ,0,0,676.411884364999992,34754,34754,5,131.927948065000010,0.293170641149000
20,292,1,089,089,4,1100,0,0,BD,Both,System,SR-1100,Kilkenny Loop Rd,N, ,N, ,40001100089,0.370000000000000,0.740000000000000,0.000000000000000,0.370000000000000,30000094089,30000094089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1951 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1997 0:00:00, , ,IP,0,0,Grass,0, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,18,1,2, ,0, ,0, , ,0,, ,0,0,1967.535147710000047,34754,34754,5,131.927948065000010,0.293170641149000
21,375,2,007,007,5,98939,0,0,BD,Both,Non-System,NS-98939,E 7th St, , , , ,50098939007,0.091547000000000,0.183094000000000,0.000000000000000,0.091547000000000,40001422007,50098784007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,4,0248,Washington,0,,Urban Cluster,92404,3,483.364839979000010,34754,34754,5,131.927948065000010,0.293170641149000
22,415,2,007,007,5,98940,0,0,BD,Both,Non-System,NS-98940,E 6th St, , , , ,50098940007,0.083806000000000,0.167612000000000,0.000000000000000,0.083806000000000,50098583007,50098775007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,4,0248,Washington,0,,Urban Cluster,92404,3,442.488506018999999,34754,34754,5,131.927948065000010,0.293170641149000
23,419,1,089,089,4,1108,0,0,BD,Both,System,SR-1108,Bodwell Rd,N, ,N, ,40001108089,0.935708000000000,1.871416000000000,0.000000000000000,0.935708000000000,40001105089,50099996089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1971 0:00:00, , ,IP,0,0,Grass,5, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,5, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,4945.297601410000425,34754,34754,5,131.927948065000010,0.293170641149000
24,436,1,089,089,4,1105,0,0,BD,Both,System,SR-1105,Cross Landing Rd,N, ,N, ,40001105089,1.109673000000000,2.219346000000000,0.000000000000000,1.109673000000000,40001115089,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1991 0:00:00, , ,RS,0,0,Grass,5, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,5, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,5859.010291259999576,34754,34754,5,131.927948065000010,0.293170641149000
25,484,1,089,089,4,1110,0,0,BD,Both,System,SR-1110,Old Columbia Rd,N, ,N, ,40001110089,1.090000000000000,2.180000000000000,0.000000000000000,1.090000000000000,20000064089,40001111089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,300,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/2005 0:00:00, , ,MI,0,0,Grass,0, ,0,0, ,0,0,, ,0,0,00-019,60,0,Grass,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,24,1,2, ,0, ,0, , ,0,, ,0,0,5762.564726939999673,34754,34754,5,131.927948065000010,0.293170641149000
26,509,1,089,089,4,1106,0,0,BD,Both,System,SR-1106,Bazemore Rd,N, ,N, ,40001106089,0.270000000000000,0.540000000000000,0.000000000000000,0.270000000000000,40001105089,40001107089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1950 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Unpaved,12,1,2, ,0, ,0, , ,0,, ,0,0,1451.629474679999930,34754,34754,5,131.927948065000010,0.293170641149000
27,547,2,007,007,5,98953,0,0,BD,Both,Non-System,NS-98953,Duck Creek Shores Rd, , , , ,50098953007,0.116782000000000,0.116782000000000,0.000000000000000,0.116782000000000,40001358007,50099569007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,99,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,616.602060482999946,34754,34754,5,131.927948065000010,0.293170641149000
28,551,2,007,007,5,98948,0,0,BD,Both,Non-System,NS-98948,E 12th St, , , , ,50098948007,0.091090000000000,0.182180000000000,0.000000000000000,0.091090000000000,40001422007,50098784007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,4,0248,Washington,0,,Urban Cluster,92404,3,480.950142131999996,34754,34754,5,131.927948065000010,0.293170641149000
29,578,1,089,089,4,1103,0,0,BD,Both,System,SR-1103,Burton Shell Rd,N, ,N, ,40001103089,1.631055000000000,3.262110000000000,0.000000000000000,1.631055000000000,30000094089,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1931 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1998 0:00:00, , ,IP,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,8611.195033559999501,34754,34754,5,131.927948065000010,0.293170641149000
30,613,1,089,089,4,1101,0,0,BD,Both,System,SR-1101,Hunter Rd,N, ,N, ,40001101089,0.700000000000000,1.400000000000000,0.000000000000000,0.700000000000000,30000094089,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1992 0:00:00, , ,IP,0,0,Grass,0, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,18,1,2, ,0, ,0, , ,0,, ,0,0,3694.937724519999847,34754,34754,5,131.927948065000010,0.293170641149000
31,634,1,089,089,4,1104,0,0,BD,Both,System,SR-1104,Newlands Rd,N, ,N, ,40001104089,0.901673000000000,1.803346000000000,0.000000000000000,0.901673000000000,30000094089,50099969089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,90,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0,Grass,5, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,5, ,0,0,55,0,,0, ,0.000000000000000,AC_AC,16,1,2, ,0, ,0, , ,0,, ,0,0,4771.612733730000400,34754,34754,5,131.927948065000010,0.293170641149000
